genome_id	PA	n_genes	sporulation_ability	clade_name	Species
GCF_022846135.1	TRUE	17	Non-spore-former	k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Pyramidobacter|s__Pyramidobacter_piscolens	Pyramidobacter piscolens
GCF_022867805.1	TRUE	42	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Cuneatibacter|s__Cuneatibacter_sp_NSJ_177	Cuneatibacter sp NSJ 177
GCF_023008305.1	TRUE	45	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus|s__Anaerotruncus_colihominis	Anaerotruncus colihominis
GCF_023023125.1	TRUE	19	Non-spore-former	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_kobei	Enterobacter kobei
GCF_023347705.1	TRUE	21	Non-spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Fenollaria|s__Fenollaria_massiliensis	Fenollaria massiliensis
GCF_023374935.1	TRUE	17	Non-spore-former	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_portucalensis	Citrobacter portucalensis
GCF_023497905.1	TRUE	18	Non-spore-former	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens	Phascolarctobacterium succinatutens
GCF_023499275.1	TRUE	16	Non-spore-former	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_petauri	Lactococcus petauri
GCF_024399475.1	TRUE	35	Spore-former	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_unclassified|s__Erysipelotrichaceae_bacterium_LH1062	Erysipelotrichaceae bacterium LH1062
GCF_024499545.1	TRUE	37	Spore-former	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_bilis	Turicibacter bilis
GCF_024622195.1	TRUE	48	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Murimonas|s__Murimonas_intestini	Murimonas intestini
GCF_024622975.1	TRUE	40	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_caecimuris	Blautia caecimuris
GCF_025144545.1	TRUE	21	Non-spore-former	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini	Acidaminococcus intestini
GCF_025144665.1	TRUE	16	Non-spore-former	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_ihumii	Alistipes ihumii
GCF_025144995.1	TRUE	14	Non-spore-former	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus	Alistipes indistinctus
GCF_025145845.1	TRUE	13	Non-spore-former	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii	Alistipes shahii
GCF_025146565.1	TRUE	13	Non-spore-former	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii	Bacteroides eggerthii
GCF_025147765.1	TRUE	37	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum	Blautia obeum
GCF_025148125.1	TRUE	37	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae	Blautia wexlerae
GCF_025148635.1	TRUE	18	Non-spore-former	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_virosa	Butyricimonas virosa
GCF_025148965.1	TRUE	60	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Intestinibacter|s__Intestinibacter_bartlettii	Intestinibacter bartlettii
GCF_025149125.1	TRUE	47	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_asparagiformis	Enterocloster asparagiformis
GCF_025149285.1	TRUE	50	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella|s__Hungatella_hathewayi	Hungatella hathewayi
GCF_025149465.1	TRUE	31	Non-spore-former	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_spiroforme	Clostridium spiroforme
GCF_025149785.1	TRUE	40	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes	Coprococcus comes
GCF_025149915.1	TRUE	38	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus	Coprococcus eutactus
GCF_025150085.1	TRUE	41	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena	Dorea longicatena
GCF_025150245.1	TRUE	42	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans	Dorea formicigenerans
GCF_025151385.1	TRUE	16	Non-spore-former	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccalis	Prevotella buccalis
GCF_025151995.1	TRUE	47	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_gauvreauii	Ruminococcus gauvreauii
GCF_025152405.1	TRUE	39	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_lactaris	Ruminococcus lactaris
GCF_025567015.1	TRUE	45	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Brotolimicola|s__Brotolimicola_acetigignens	Brotolimicola acetigignens
GCF_025567445.1	TRUE	47	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Diplocloster|s__Diplocloster_agilis	Diplocloster agilis
GCF_027667425.1	TRUE	38	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans	Fusicatenibacter saccharivorans
GCF_027677115.1	TRUE	16	Non-spore-former	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii	Alistipes finegoldii
GCF_027688575.1	TRUE	15	Non-spore-former	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_coprocola	Phocaeicola coprocola
GCF_027698965.1	TRUE	41	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_fessum	Clostridium fessum
GCF_029023685.1	TRUE	14	Non-spore-former	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Fructilactobacillus|s__Fructilactobacillus_sanfranciscensis	Fructilactobacillus sanfranciscensis
GCF_029025825.1	TRUE	14	Non-spore-former	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactiplantibacillus|s__Lactiplantibacillus_paraplantarum	Lactiplantibacillus paraplantarum
GCF_029224645.1	TRUE	20	Non-spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_kristiansenii	Mogibacterium kristiansenii
GCF_029675045.1	TRUE	19	Non-spore-former	k__Bacteria|p__Bacillota|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Catenibacterium|s__Catenibacterium_tridentinum	Catenibacterium tridentinum
GCF_029675045.1	TRUE	19	Non-spore-former	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Catenibacterium|s__Catenibacterium_mitsuokai	Catenibacterium mitsuokai
GCF_029961225.1	TRUE	14	Non-spore-former	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_fermentum	Limosilactobacillus fermentum
GCF_030127605.1	TRUE	20	Non-spore-former	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Dellaglioa|s__Dellaglioa_algida	Dellaglioa algida
GCF_030296935.1	TRUE	17	Non-spore-former	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter_fastidiosus	Coprobacter fastidiosus
GCF_030408675.1	TRUE	15	Non-spore-former	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_durum	Corynebacterium durum
GCF_030864025.1	TRUE	42	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus	Anaerostipes hadrus
GCF_031172035.1	TRUE	12	Non-spore-former	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae	Bacteroides salyersiae
GCF_031191545.1	TRUE	16	Non-spore-former	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia_odontolytica	Schaalia odontolytica
GCF_031202285.1	TRUE	60	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Terrisporobacter|s__Terrisporobacter_mayombei	Terrisporobacter mayombei
GCF_031929985.1	TRUE	24	Non-spore-former	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_devriesei	Enterococcus devriesei
GCF_032878895.1	TRUE	18	Non-spore-former	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_faecihominis	Butyricimonas faecihominis
GCF_032878955.1	TRUE	18	Non-spore-former	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_paravirosa	Butyricimonas paravirosa
GCF_033096465.1	TRUE	39	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_luti	Blautia luti
GCF_034298135.1	TRUE	14	Non-spore-former	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_acidophilus	Lactobacillus acidophilus
GCF_034356035.1	TRUE	44	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica	Blautia hydrogenotrophica
GCF_034479305.1	TRUE	43	Spore-former	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Alkalihalobacillus|s__Alkalihalobacillus_clausii	Alkalihalobacillus clausii
GCF_036321785.1	TRUE	47	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_welbionis	Dysosmobacter welbionis
GCF_036323475.1	TRUE	20	Non-spore-former	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_moorei	Solobacterium moorei
GCF_038439875.1	TRUE	45	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_phocaeensis	Pseudoflavonifractor phocaeensis
GCF_039521505.1	TRUE	53	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_tertium	Clostridium tertium
GCF_039521565.1	TRUE	56	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Paeniclostridium|s__Eubacterium_tenue	Eubacterium tenue
GCF_040093675.1	TRUE	40	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens	Agathobaculum butyriciproducens
GCF_040095255.1	TRUE	14	Non-spore-former	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella_sinensis	Segatella sinensis
GCF_040096575.1	TRUE	34	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_sp_CLA_AA_H233	Faecalibacterium sp CLA AA H233
GCF_040545455.1	TRUE	51	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_citroniae	Enterocloster citroniae
GCF_041331195.1	TRUE	39	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_callidus	Ruminococcus callidus
GCF_042137965.1	TRUE	19	Non-spore-former	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_grimontii	Klebsiella grimontii
GCF_042675805.1	TRUE	14	Non-spore-former	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia|s__Scardovia_wiggsiae	Scardovia wiggsiae
GCF_042846195.1	TRUE	43	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalimonas|s__Faecalimonas_umbilicata	Faecalimonas umbilicata
GCF_042849935.1	TRUE	46	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_aldenensis	Enterocloster aldenensis
GCF_042850985.1	TRUE	32	Non-spore-former	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Massilimicrobiota|s__Massilimicrobiota_timonensis	Massilimicrobiota timonensis
GCF_042852765.1	TRUE	40	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_glycyrrhizinilyticus	Mediterraneibacter glycyrrhizinilyticus
GCF_042855405.1	TRUE	16	Non-spore-former	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_urolithinfaciens	Gordonibacter urolithinfaciens
GCF_044361425.1	TRUE	11	Non-spore-former	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	Bacteroides uniformis
GCF_044591705.1	TRUE	37	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_torques	Ruminococcus torques
GCF_045002895.1	TRUE	41	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus	Eubacterium ramulus
GCF_045061075.1	TRUE	42	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Sellimonas|s__Sellimonas_intestinalis	Sellimonas intestinalis
GCF_045866535.1	TRUE	18	Non-spore-former	k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_parva	Parvimonas parva
GCF_046109915.1	TRUE	15	Non-spore-former	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_helveticus	Lactobacillus helveticus
GCF_050048615.1	TRUE	42	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_faecis	Mediterraneibacter faecis
GCF_051861785.1	TRUE	35	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_massiliensis	Blautia massiliensis
GCF_900074625.1	TRUE	58	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_hominis	Romboutsia hominis
GCF_900078395.1	TRUE	49	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus|s__Anaerotruncus_rubiinfantis	Anaerotruncus rubiinfantis
GCF_900079775.1	TRUE	14	Non-spore-former	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_lascolaii	Prevotella lascolaii
GCF_900087015.1	TRUE	25	Non-spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenella|s__Christensenella_timonensis	Christensenella timonensis
GCF_900087655.1	TRUE	16	Non-spore-former	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_freudenreichii	Propionibacterium freudenreichii
GCF_900095825.1	TRUE	20	Non-spore-former	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_massiliensis	Acidaminococcus massiliensis
GCF_900095865.1	TRUE	49	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Massilioclostridium|s__Massilioclostridium_coli	Massilioclostridium coli
GCF_900103425.1	TRUE	22	Non-spore-former	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella|s__Allisonella_histaminiformans	Allisonella histaminiformans
GCF_900103815.1	TRUE	23	Non-spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_pectinoschiza	Lachnospira pectinoschiza
GCF_900104665.1	TRUE	36	Spore-former	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Traorella|s__Traorella_massiliensis	Traorella massiliensis
GCF_900104675.1	TRUE	42	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Angelakisella|s__Angelakisella_massiliensis	Angelakisella massiliensis
GCF_900106785.1	TRUE	15	Non-spore-former	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellamassilia|s__Prevotellamassilia_timonensis	Prevotellamassilia timonensis
GCF_900106845.1	TRUE	57	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_timonensis	Romboutsia timonensis
GCF_900115635.1	TRUE	41	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_PC13	Oscillibacter sp PC13
GCF_900120155.1	TRUE	38	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_Marseille_P3244	Clostridium sp Marseille P3244
GCF_900128455.1	TRUE	15	Non-spore-former	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_mediterraneensis	Bacteroides mediterraneensis
GCF_900129135.1	TRUE	49	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Lactonifactor|s__Lactonifactor_longoviformis	Lactonifactor longoviformis
GCF_900130125.1	TRUE	15	Non-spore-former	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_congonensis	Bacteroides congonensis
GCF_900141865.1	TRUE	23	Non-spore-former	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Anaerovibrio|s__Anaerovibrio_lipolyticus	Anaerovibrio lipolyticus
GCF_900148495.1	TRUE	46	Spore-former	k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Negativibacillus|s__Negativibacillus_massiliensis	Negativibacillus massiliensis
GCF_900155365.1	TRUE	15	Non-spore-former	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_bouchesdurhonensis	Collinsella bouchesdurhonensis
GCF_900155395.1	TRUE	33	Spore-former	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Merdibacter|s__Merdibacter_massiliensis	Merdibacter massiliensis
GCF_900155615.1	TRUE	45	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Massiliimalia|s__Massiliimalia_massiliensis	Massiliimalia massiliensis
GCF_900155865.1	TRUE	16	Non-spore-former	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_bouchesdurhonensis	Bacteroides bouchesdurhonensis
GCF_900167555.1	TRUE	30	Non-spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_formicilis	Gemmiger formicilis
GCF_900169495.1	TRUE	43	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Provencibacterium|s__Provencibacterium_massiliense	Provencibacterium massiliense
GCF_900186585.1	TRUE	46	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Massiliimalia|s__Massiliimalia_timonensis	Massiliimalia timonensis
GCF_900186885.1	TRUE	22	Non-spore-former	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula	Veillonella parvula
GCF_900186995.1	TRUE	15	Non-spore-former	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_pittmaniae	Haemophilus pittmaniae
GCF_900187175.1	TRUE	18	Non-spore-former	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus	Odoribacter splanchnicus
GCF_900199515.1	TRUE	32	Non-spore-former	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Massilicoli|s__Massilicoli_timonensis	Massilicoli timonensis
GCF_900199545.1	TRUE	15	Non-spore-former	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Raoultibacter|s__Raoultibacter_massiliensis	Raoultibacter massiliensis
GCF_900240245.1	TRUE	41	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_edouardi	Lachnoclostridium edouardi
GCF_900258455.1	TRUE	18	Non-spore-former	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Latilactobacillus|s__Latilactobacillus_fuchuensis	Latilactobacillus fuchuensis
GCF_900258535.1	TRUE	46	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_marasmi	Blautia marasmi
GCF_900291955.1	TRUE	44	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoruminococcus|s__Pseudoruminococcus_massiliensis	Pseudoruminococcus massiliensis
GCF_900445495.1	TRUE	14	Non-spore-former	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae	Parabacteroides merdae
GCF_900446755.1	TRUE	21	Non-spore-former	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium_divergens	Carnobacterium divergens
GCF_900451065.1	TRUE	17	Non-spore-former	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_paraphrohaemolyticus	Haemophilus paraphrohaemolyticus
GCF_900454715.1	TRUE	20	Non-spore-former	k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_lacrimalis	Peptoniphilus lacrimalis
GCF_900454955.1	TRUE	15	Non-spore-former	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_disiens	Prevotella disiens
GCF_900456775.1	TRUE	48	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Sarcina|s__Sarcina_ventriculi	Sarcina ventriculi
GCF_900465025.1	TRUE	51	Spore-former	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_neonatale	Clostridium neonatale
GCF_900475025.1	TRUE	17	Non-spore-former	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_ferus	Streptococcus ferus
