Domain	Phylum	Class	Order	Family	Genus	Species	is_ethanol_resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Butyricicoccus	Butyricicoccus_intestinisimiae	Non ethanol-resistant
Bacteria	Lentisphaerae	CFGB2378	OFGB2378	FGB2378	GGB6520	GGB6520_SGB9210	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Roseburia	Roseburia_sp_AM59_24XD	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Blautia	Blautia_faecicola	Uncertain
Bacteria	Bacillota	CFGB1249	OFGB1249	FGB1249	GGB3033	GGB3033_SGB4029	Non ethanol-resistant
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	GGB6580	GGB6580_SGB9301	Non ethanol-resistant
Bacteria	Bacillota	CFGB10341	OFGB10341	FGB10341	GGB4554	GGB4554_SGB6285	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB9590	GGB9590_SGB15012	Uncertain
Bacteria	Bacillota	CFGB2837	OFGB2837	FGB2837	GGB9075	GGB9075_SGB13997	Uncertain
Bacteria	Bacillota	CFGB1298	OFGB1298	FGB1298	GGB3118	GGB3118_SGB4130	Uncertain
Bacteria	Bacillota	CFGB4559	OFGB4559	FGB4559	GGB2983	GGB2983_SGB3965	Uncertain
Bacteria	Bacillota	CFGB1798	OFGB1798	FGB1798	GGB4768	GGB4768_SGB6601	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB9616	GGB9616_SGB15052	Non ethanol-resistant
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Gordonibacter	Gordonibacter_pamelaeae	Non ethanol-resistant
Bacteria	Bacillota	CFGB3070	OFGB3070	FGB3070	GGB9774	GGB9774_SGB15394	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridiaceae_unclassified	Clostridiaceae_unclassified_SGB4771	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	GGB3588	GGB3588_SGB4808	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Blautia	Blautia_SGB4833	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB9618	GGB9618_SGB15064	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_perfringens	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Butyricicoccus	Butyricicoccus_SGB14990	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	GGB3480	GGB3480_SGB4648	Uncertain
Bacteria	Bacillota	CFGB1311	OFGB1311	FGB1311	GGB3139	GGB3139_SGB4152	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB9635	GGB9635_SGB15103	Non ethanol-resistant
Bacteria	Actinobacteria	CFGB2992	OFGB2992	FGB2992	GGB9412	GGB9412_SGB14770	Non ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	Butyricimonas_faecihominis	Ethanol-resistant
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Senegalimassilia	Senegalimassilia_SGB14826	Non ethanol-resistant
Bacteria	Bacillota	CFGB3023	OFGB3023	FGB3023	GGB9501	GGB9501_SGB14898	Ethanol-resistant
Bacteria	Bacillota	CFGB3048	OFGB3048	FGB3048	GGB9561	GGB9561_SGB14972	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	GGB3626	GGB3626_SGB4905	Uncertain
Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Clostridium_saccharogumia	Uncertain
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	Butyricimonas_paravirosa	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_paraputrificum	Only ethanol treated samples
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospira	Lachnospira_sp_NSJ_43	Non ethanol-resistant
Bacteria	Bacillota	CFGB16911	OFGB16911	FGB16911	GGB49418	GGB49418_SGB69331	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	GGB58067	GGB58067_SGB79698	Uncertain
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Senegalimassilia	Senegalimassilia_anaerobia	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB9708	GGB9708_SGB15235	Uncertain
Bacteria	Actinobacteria	CFGB77988	OFGB77988	FGB77988	GGB9361	GGB9361_SGB14336	Non ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_finegoldii	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Pseudoflavonifractor	Pseudoflavonifractor_sp_MSJ_37	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB9667	GGB9667_SGB15164	Non ethanol-resistant
Bacteria	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium_faecium	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Vescimonas	Vescimonas_fastidiosa	Uncertain
Bacteria	Bacillota	CFGB78291	OFGB78291	FGB78291	GGB3146	GGB3146_SGB4159	Only ethanol treated samples
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	Parasutterella_excrementihominis	Ethanol-resistant
Bacteria	Bacillota	CFGB1374	OFGB1374	FGB1374	GGB3351	GGB3351_SGB4434	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Bianqueaceae	Bianquea	Bianquea_SGB71281	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	GGB38239	GGB38239_SGB47716	Uncertain
Bacteria	Bacillota	CFGB2840	OFGB2840	FGB2840	GGB9092	GGB9092_SGB14022	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Blautia	Blautia_stercoris	Ethanol-resistant
Bacteria	Bacillota	CFGB1765	OFGB1765	FGB1765	GGB4578	GGB4578_SGB6328	Uncertain
Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_fallax	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	GGB3478	GGB3478_SGB4643	Uncertain
Bacteria	Bacillota	CFGB1765	OFGB1765	FGB1765	GGB4604	GGB4604_SGB6369	Ethanol-resistant
Bacteria	Bacteroidota	CFGB1670	OFGB1670	FGB1670	GGB47687	GGB47687_SGB2286	Non ethanol-resistant
Bacteria	Bacteroidota	CFGB667	OFGB667	FGB667	GGB1661	GGB1661_SGB2275	Non ethanol-resistant
Bacteria	Bacillota	CFGB3040	OFGB3040	FGB3040	GGB9540	GGB9540_SGB14943	Non ethanol-resistant
Bacteria	Bacillota	CFGB1814	OFGB1814	FGB1814	GGB4802	GGB4802_SGB6641	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ligaoa	Ligaoa_zhengdingensis	Non ethanol-resistant
Bacteria	Bacillota	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	GGB9509	GGB9509_SGB14906	Non ethanol-resistant
Bacteria	Bacillota	CFGB3038	OFGB3038	FGB3038	GGB33586	GGB33586_SGB53517	Uncertain
Bacteria	Bacillota	CFGB28369	OFGB28369	FGB28369	GGB28369	GGB28369_SGB40949	Non ethanol-resistant
Bacteria	Bacillota	CFGB3072	OFGB3072	FGB3072	GGB45495	GGB45495_SGB63167	Non ethanol-resistant
Bacteria	Bacillota	CFGB1347	OFGB1347	FGB1347	GGB3288	GGB3288_SGB4342	Only ethanol treated samples
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB9597	GGB9597_SGB15022	Non ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_nordii	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_sp_NSJ_6	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Flavonifractor	Flavonifractor_sp_An100	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter_SGB4598	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales_Family_XIII_Incertae_Sedis	GGB2987	GGB2987_SGB3969	Non ethanol-resistant
Bacteria	Bacillota	CFGB2918	OFGB2918	FGB2918	GGB9240	GGB9240_SGB14182	Uncertain
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella_variicola	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	GGB27106	GGB27106_SGB6188	Ethanol-resistant
Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_rhamnosus	Uncertain
Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_miyukkimchii	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_SGB47280	Ethanol-resistant
Bacteria	Bacillota	CFGB3038	OFGB3038	FGB3038	GGB9531	GGB9531_SGB14932	Non ethanol-resistant
Bacteria	Bacillota	CFGB3072	OFGB3072	FGB3072	GGB9781	GGB9781_SGB66170	Non ethanol-resistant
Bacteria	Bacillota	CFGB3057	OFGB3057	FGB3057	GGB9719	GGB9719_SGB53514	Non ethanol-resistant
Bacteria	Bacillota	CFGB3038	OFGB3038	FGB3038	GGB9529	GGB9529_SGB14929	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	GGB3677	GGB3677_SGB4990	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Eisenbergiella	Eisenbergiella_tayi	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium_edouardi	Non ethanol-resistant
Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_kimchii	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Angelakisella	Angelakisella_massiliensis	Non ethanol-resistant
Bacteria	Bacillota	CFGB31455	OFGB31455	FGB31455	GGB4699	GGB4699_SGB6503	Non ethanol-resistant
Bacteria	Bacillota	CFGB2837	OFGB2837	FGB2837	GGB9079	GGB9079_SGB14003	Uncertain
Bacteria	Bacillota	CFGB1765	OFGB1765	FGB1765	GGB87334	GGB87334_SGB6273	Uncertain
Bacteria	Bacillota	CFGB79294	OFGB79294	FGB79294	GGB87445	GGB87445_SGB15180	Non ethanol-resistant
Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_casseliflavus	Non ethanol-resistant
Bacteria	Bacillota	CFGB1780	OFGB1780	FGB1780	GGB4723	GGB4723_SGB6540	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	GGB3828	GGB3828_SGB5197	Only ethanol treated samples
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	GGB42639	GGB42639_SGB59836	Only ethanol treated samples
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	GGB3534	GGB3534_SGB4722	Non ethanol-resistant
Bacteria	Bacillota	CFGB2915	OFGB2915	FGB2915	GGB36267	GGB36267_SGB14177	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Merdimonas	Merdimonas_faecis	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Christensenellaceae	Christensenellaceae_unclassified	Christensenellaceae_bacterium	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium_sp_An118	Non ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas_SGB1977	Non ethanol-resistant
Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Mobiluncus	Mobiluncus_SGB15488	Non ethanol-resistant
Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Varibaculum	Varibaculum_cambriense	Non ethanol-resistant
Bacteria	Bacteroidota	CFGB618	OFGB618	FGB618	GGB1455	GGB1455_SGB2018	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales_unclassified	Fenollaria	Fenollaria_timonensis	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	GGB3446	GGB3446_SGB4597	Non ethanol-resistant
Bacteria	Bacillota	CFGB1260	OFGB1260	FGB1260	GGB3057	GGB3057_SGB4059	Non ethanol-resistant
Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_durans	Non ethanol-resistant
Bacteria	Tenericutes	CFGB1787	OFGB1787	FGB1787	GGB4745	GGB4745_SGB6571	Non ethanol-resistant
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter_roggenkampii	Non ethanol-resistant
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pseudescherichia	Pseudescherichia_vulneris	Only ethanol treated samples
Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Turicibacteraceae	Turicibacter	Turicibacter_SGB106351	Only ethanol treated samples
Bacteria	Bacteroidota	CFGB658	OFGB658	FGB658	GGB1627	GGB1627_SGB2230	Uncertain
Bacteria	Bacillota	CFGB1765	OFGB1765	FGB1765	GGB4542	GGB4542_SGB6263	Non ethanol-resistant
Bacteria	Bacillota	CFGB4806	OFGB4806	FGB4806	GGB51647	GGB51647_SGB4348	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales_Family_XIII_Incertae_Sedis	Mogibacterium	Mogibacterium_kristiansenii	Non ethanol-resistant
Bacteria	Lentisphaerae	CFGB10083	OFGB10083	FGB10083	GGB10693	GGB10693_SGB17348	Non ethanol-resistant
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella_sp_AM11_39	Ethanol-resistant
Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Catenibacterium	Catenibacterium_mitsuokai	Ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_stercorea	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Tyzzerella	Tyzzerella_nexilis	Non ethanol-resistant
Bacteria	Bacillota	CFGB4648	OFGB4648	FGB4648	GGB3303	GGB3303_SGB4364	Non ethanol-resistant
Bacteria	Bacillota	CFGB1777	OFGB1777	FGB1777	GGB4694	GGB4694_SGB6493	Non ethanol-resistant
Bacteria	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium_succinatutens	Ethanol-resistant
Bacteria	Bacillota	CFGB1258	OFGB1258	FGB1258	GGB3052	GGB3052_SGB4053	Non ethanol-resistant
Bacteria	Bacillota	CFGB10318	OFGB10318	FGB10318	GGB4641	GGB4641_SGB6420	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridiaceae_unclassified	Clostridiaceae_unclassified_SGB15090	Uncertain
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellamassilia	Prevotellamassilia_timonensis	Ethanol-resistant
Bacteria	Bacillota	CFGB2840	OFGB2840	FGB2840	GGB9095	GGB9095_SGB14026	Non ethanol-resistant
Bacteria	Bacillota	CFGB1798	OFGB1798	FGB1798	GGB4769	GGB4769_SGB6602	Ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Segatella	Segatella_hominis	Ethanol-resistant
Bacteria	Lentisphaerae	CFGB2378	OFGB2378	FGB2378	GGB6519	GGB6519_SGB9208	Non ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	Butyricimonas_faecalis	Ethanol-resistant
Bacteria	Bacteroidota	CFGB4405	OFGB4405	FGB4405	GGB1266	GGB1266_SGB1699	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB9593	GGB9593_SGB15015	Uncertain
Bacteria	Bacillota	CFGB1776	OFGB1776	FGB1776	GGB4681	GGB4681_SGB6471	Non ethanol-resistant
Bacteria	Bacillota	CFGB3054	OFGB3054	FGB3054	GGB9691	GGB9691_SGB15198	Non ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	GGB1243	GGB1243_SGB1664	Ethanol-resistant
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Ellagibacter	Ellagibacter_isourolithinifaciens	Non ethanol-resistant
Bacteria	Bacillota	CFGB10309	OFGB10309	FGB10309	GGB4676	GGB4676_SGB6465	Non ethanol-resistant
Bacteria	Bacillota	CFGB1765	OFGB1765	FGB1765	GGB4569	GGB4569_SGB6310	Ethanol-resistant
Bacteria	Bacillota	CFGB3041	OFGB3041	FGB3041	GGB9547	GGB9547_SGB14954	Non ethanol-resistant
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	GGB9370	GGB9370_SGB14351	Non ethanol-resistant
Bacteria	Bacillota	CFGB10290	OFGB10290	FGB10290	GGB4710	GGB4710_SGB6522	Ethanol-resistant
Bacteria	Bacillota	CFGB1226	OFGB1226	FGB1226	GGB2998	GGB2998_SGB3989	Non ethanol-resistant
Bacteria	Bacillota	CFGB45555	OFGB45555	FGB45555	GGB9696	GGB9696_SGB15212	Non ethanol-resistant
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Senegalimassilia	Senegalimassilia_faecalis	Non ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola_massiliensis	Ethanol-resistant
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella_bouchesdurhonensis	Non ethanol-resistant
Bacteria	Lentisphaerae	CFGB2345	OFGB2345	FGB2345	GGB6470	GGB6470_SGB9153	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales_unclassified	GGB9563	GGB9563_SGB14975	Non ethanol-resistant
Bacteria	Bacillota	CFGB73223	OFGB73223	FGB73223	GGB9249	GGB9249_SGB14193	Non ethanol-resistant
Bacteria	Bacillota	CFGB1359	OFGB1359	FGB1359	GGB39037	GGB39037_SGB4393	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	GGB3637	GGB3637_SGB4930	Ethanol-resistant
Bacteria	Bacillota	CFGB4623	OFGB4623	FGB4623	GGB9525	GGB9525_SGB14925	Non ethanol-resistant
Bacteria	Bacillota	CFGB2881	OFGB2881	FGB2881	GGB9185	GGB9185_SGB14124	Non ethanol-resistant
Bacteria	Bacillota	CFGB2918	OFGB2918	FGB2918	GGB9239	GGB9239_SGB14181	Non ethanol-resistant
Bacteria	Lentisphaerae	CFGB2378	OFGB2378	FGB2378	GGB6518	GGB6518_SGB9205	Ethanol-resistant
Bacteria	Proteobacteria	CFGB2401	OFGB2401	FGB2401	GGB6586	GGB6586_SGB9311	Non ethanol-resistant
Bacteria	Bacillota	CFGB77243	OFGB77243	FGB77243	GGB3123	GGB3123_SGB4135	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_unclassified	Lachnospiraceae_unclassified_SGB69346	Ethanol-resistant
Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	GGB6129	GGB6129_SGB8775	Non ethanol-resistant
Bacteria	Bacillota	CFGB10021	OFGB10021	FGB10021	GGB9256	GGB9256_SGB14202	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptostreptococcaceae_unclassified	Peptostreptococcaceae_bacterium	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales_unclassified	Gemmiger	Gemmiger_SGB15301	Non ethanol-resistant
Bacteria	Bacillota	CFGB1359	OFGB1359	FGB1359	GGB3321	GGB3321_SGB4395	Uncertain
Bacteria	Bacillota	CFGB2837	OFGB2837	FGB2837	GGB9082	GGB9082_SGB14007	Non ethanol-resistant
Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	Mitsuokella_jalaludinii	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	GGB3649	GGB3649_SGB4958	Uncertain
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	GGB9380	GGB9380_SGB14375	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Yanshouia	Yanshouia_hominis	Non ethanol-resistant
Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	Allisonella	Allisonella_histaminiformans	Non ethanol-resistant
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	GGB9383	GGB9383_SGB72489	Non ethanol-resistant
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	GGB9818	GGB9818_SGB15459	Non ethanol-resistant
Bacteria	Bacillota	CFGB3069	OFGB3069	FGB3069	GGB9773	GGB9773_SGB15393	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Christensenellaceae	GGB9186	GGB9186_SGB14125	Non ethanol-resistant
Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	Anaerovibrio	Anaerovibrio_lipolyticus	Ethanol-resistant
Bacteria	Bacillota	CFGB3072	OFGB3072	FGB3072	GGB9786	GGB9786_SGB63164	Non ethanol-resistant
Bacteria	Bacillota	CFGB2890	OFGB2890	FGB2890	GGB9198	GGB9198_SGB14137	Non ethanol-resistant
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	GGB9380	GGB9380_SGB72486	Non ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_salyersiae	Non ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Segatella	Segatella_sanihominis	Ethanol-resistant
Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Turicibacteraceae	Turicibacter	Turicibacter_sp_TJ11	Only ethanol treated samples
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Roseburia	Roseburia_sp_BX1005	Non ethanol-resistant
Bacteria	Bacillota	CFGB24517	OFGB24517	FGB24517	GGB45620	GGB45620_SGB63333	Non ethanol-resistant
Bacteria	Bacillota	CFGB3057	OFGB3057	FGB3057	GGB9719	GGB9719_SGB15273	Non ethanol-resistant
Bacteria	Bacillota	CFGB11916	OFGB11916	FGB11916	GGB34540	GGB34540_SGB54300	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Christensenellaceae	Christensenella	Christensenella_timonensis	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	GGB3278	GGB3278_SGB4328	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_sp_AF32_12BH	Uncertain
Bacteria	Actinobacteria	CFGB2992	OFGB2992	FGB2992	GGB9411	GGB9411_SGB14765	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB45599	GGB45599_SGB63311	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB9616	GGB9616_SGB15051	Non ethanol-resistant
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	GGB18384	GGB18384_SGB14372	Non ethanol-resistant
Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces_massiliensis	Non ethanol-resistant
Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	Solobacterium_SGB6834	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Enterocloster	Enterocloster_asparagiformis	Non ethanol-resistant
Bacteria	Candidatus_Melainabacteria	CFGB2104	OFGB2104	FGB2104	GGB5996	GGB5996_SGB8619	Ethanol-resistant
Bacteria	Bacteroidota	CFGB72486	OFGB72486	FGB72486	GGB1633	GGB1633_SGB2241	Ethanol-resistant
Bacteria	Bacillota	CFGB3069	OFGB3069	FGB3069	GGB9770	GGB9770_SGB73065	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Acetivibrio	Acetivibrio_sp_MSJd_27	Non ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_eggerthii	Uncertain
Bacteria	Bacillota	CFGB82363	OFGB82363	FGB82363	GGB9545	GGB9545_SGB14951	Non ethanol-resistant
Bacteria	Bacillota	CFGB1359	OFGB1359	FGB1359	GGB83852	GGB83852_SGB121539	Non ethanol-resistant
Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus_duerdenii	Non ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas_SGB1983	Non ethanol-resistant
Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	GGB4277	GGB4277_SGB5832	Only ethanol treated samples
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_buccalis	Non ethanol-resistant
Bacteria	Proteobacteria	CFGB2404	OFGB2404	FGB2404	GGB6612	GGB6612_SGB9346	Ethanol-resistant
Bacteria	Candidatus_Melainabacteria	CFGB2107	OFGB2107	FGB2107	GGB6012	GGB6012_SGB8640	Uncertain
Bacteria	Bacillota	CFGB1765	OFGB1765	FGB1765	GGB4559	GGB4559_SGB6293	Non ethanol-resistant
Bacteria	Bacillota	CFGB1765	OFGB1765	FGB1765	GGB4586	GGB4586_SGB6344	Only ethanol treated samples
Bacteria	Bacillota	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus_stomatis	Only ethanol treated samples
Bacteria	Actinobacteria	CFGB12107	OFGB12107	FGB12107	GGB34797	GGB34797_SGB14323	Non ethanol-resistant
